Tract,INTPTLAT,INTPTLON
36081018700,+40.7366578,-073.9246745
36081021400,+40.7060668,-073.8152035
36081058300,+40.7019380,-073.8976203
36081046600,+40.7140095,-073.7851000
36081050202,+40.7101892,-073.7592925
36081056000,+40.7254352,-073.7365635
36081000600,+40.6859083,-073.8637277
36081014201,+40.7009734,-073.8246417
36081051500,+40.7309757,-073.9014977
36081051600,+40.7027238,-073.7472616
36081052600,+40.6970946,-073.7597630
36081055400,+40.7277903,-073.7401593
36081053200,+40.7001025,-073.7490920
36081053800,+40.7064789,-073.7425304
36081054700,+40.7036294,-073.9097111
36081055700,+40.6986893,-073.8983148
36081055800,+40.7225337,-073.7417049
36081055900,+40.6944037,-073.9017315
36081056100,+40.6924618,-073.8852171
36081057900,+40.7034917,-073.8900443
36081058900,+40.7062404,-073.9050398
36081059600,+40.6971372,-073.7370565
36081060300,+40.7139219,-073.8990012
36081071900,+40.7346875,-073.8556228
36081076902,+40.7150342,-073.8340325
36081079000,+40.6724831,-073.7966161
36081081800,+40.6705172,-073.8090759
36081083800,+40.6702951,-073.8195098
36081084000,+40.6739493,-073.8176533
36081091800,+40.5685017,-073.8719915
36081092500,+40.7824818,-073.8447680
36081008700,+40.7744252,-073.9351452
36081009400,+40.6814153,-073.8364868
36081009900,+40.7785586,-073.9230863
36081010100,+40.7784032,-073.9162557
36081029500,+40.7559980,-073.9067306
36081058000,+40.7072457,-073.7307152
36081054800,+40.7231977,-073.7512827
36081084601,+40.6673404,-073.8217246
36081092900,+40.7894348,-073.8597684
36081093800,+40.5797628,-073.8293271
36081085500,+40.7596421,-073.8236352
36081017400,+40.6805787,-073.8105518
36081083700,+40.7447536,-073.8197846
36081085700,+40.7570602,-073.8230578
36081086300,+40.7612685,-073.8199413
36081087100,+40.7589475,-073.8332560
36081091601,+40.5585161,-073.9175334
36081094201,+40.5857865,-073.8213404
36081103300,+40.7791778,-073.8096597
36081010200,+40.6787779,-073.8229675
36081011300,+40.7762579,-073.9084659
36081011400,+40.6879308,-073.8418285
36081012602,+40.6931695,-073.8407053
36081012800,+40.6982524,-073.8401182
36081013000,+40.7003482,-073.8378392
36081014400,+40.6984968,-073.8284961
36081014800,+40.6945021,-073.8223729
36081017600,+40.6788250,-073.8097137
36081017900,+40.7446893,-073.9302773
36081018402,+40.6789478,-073.7943611
36081019600,+40.6894694,-073.7999085
36081022900,+40.7342754,-073.9113356
36081023000,+40.7126448,-073.8081463
36081102900,+40.7838708,-073.8073649
36081099701,+40.7809357,-073.7899124
36081003400,+40.6847731,-073.8581871
36081112900,+40.7654009,-073.7768169
36081055300,+40.6989501,-073.9065464
36081062700,+40.7037717,-073.8864539
36081067700,+40.7191106,-073.8724306
36081079900,+40.7469887,-073.8273758
36081099100,+40.7919649,-073.7988773
36081010000,+40.6811536,-073.8288851
36081060800,+40.6936037,-073.7413143
36081002400,+40.6971881,-073.8465756
36081005900,+40.7597006,-073.9239255
36081009100,+40.7758580,-073.9296772
36081014000,+40.7037257,-073.8290482
36081025500,+40.7504263,-073.9079200
36081035200,+40.6794830,-073.7575960
36081040300,+40.7506523,-073.8604325
36081048100,+40.7422192,-073.8850516
36081052100,+40.7208648,-073.9015157
36081059400,+40.6984691,-073.7311844
36081063302,+40.7053937,-073.8714054
36081069300,+40.7288894,-073.8632273
36081107202,+40.6252538,-073.8137646
36081115100,+40.7690541,-073.8079843
36081120100,+40.7532121,-073.8140593
36081120300,+40.7487999,-073.8125809
36081121100,+40.7456558,-073.8083171
36081121500,+40.7403642,-073.8059322
36081124700,+40.7280893,-073.7962451
36081136700,+40.7442043,-073.7603110
36081138502,+40.7521109,-073.7449302
36081147100,+40.7614709,-073.7634353
36081152902,+40.7593367,-073.7239893
36081161700,+40.7288095,-073.7175899
36081006501,+40.7680443,-073.9176748
36081006502,+40.7667951,-073.9151194
36081008500,+40.7600215,-073.9407223
36081012500,+40.7709267,-073.9156695
36081015801,+40.6888829,-073.8123322
36081015802,+40.6875454,-073.8196360
36081018101,+40.7445099,-073.9241233
36081018102,+40.7442918,-073.9222696
36081018501,+40.7387097,-073.9224312
36081018502,+40.7405546,-073.9220647
36081062400,+40.6857824,-073.7419913
36081000200,+40.6932923,-073.8661578
36081001800,+40.6902800,-073.8520154
36081065900,+40.7155449,-073.8824808
36081067900,+40.7241179,-073.8701838
36081069701,+40.7268771,-073.8602046
36081009800,+40.6854000,-073.8312082
36081104700,+40.7748158,-073.8203709
36081004001,+40.6832481,-073.8458743
36081005400,+40.6787493,-073.8487747
36081005800,+40.6735448,-073.8486894
36081006300,+40.7644845,-073.9200240
36081008800,+40.6707968,-073.8387752
36081009700,+40.7764819,-073.9186027
36081010600,+40.6856830,-073.8249640
36081023500,+40.7393490,-073.9175942
36081028400,+40.6825033,-073.7778568
36081029100,+40.7513358,-073.8951993
36081038400,+40.6933415,-073.7476395
36081040100,+40.7514683,-073.8570959
36081041100,+40.7437912,-073.8654188
36081041400,+40.6996318,-073.7807705
36081043200,+40.6913107,-073.7758835
36081044601,+40.7049531,-073.7977906
36081045700,+40.7377217,-073.8698383
36081045900,+40.7398775,-073.8706805
36081119100,+40.7566650,-073.8065111
36081119300,+40.7571846,-073.7996267
36081129102,+40.7316384,-073.7543823
36081140300,+40.7481688,-073.7696023
36081026500,+40.7450972,-073.8933942
36081027500,+40.7521537,-073.8755691
36081004200,+40.6818145,-073.8579641
36081004500,+40.7645328,-073.9337656
36081004700,+40.7602879,-073.9331578
36081006100,+40.7620307,-073.9220410
36081007700,+40.7667329,-073.9317327
36081010300,+40.7810600,-073.9150773
36081011900,+40.7712054,-073.9060641
36081013500,+40.7706488,-073.8989770
36081013600,+40.7065970,-073.8286538
36081014100,+40.7669906,-073.9066900
36081014500,+40.7642809,-073.9075079
36081016100,+40.7550819,-073.9145862
36081016300,+40.7563081,-073.9098820
36081018000,+40.6757857,-073.8054115
36081020600,+40.6943396,-073.8092386
36081023200,+40.7095892,-073.8112809
36081012601,+40.6936535,-073.8374117
36081013200,+40.7012940,-073.8343887
36081019800,+40.6918446,-073.8028034
36081021600,+40.7094582,-073.8236421
36081021900,+40.7231493,-073.9189891
36081023800,+40.7052221,-073.8090375
36081032900,+40.7644351,-073.8827319
36081035300,+40.7596120,-073.8741249
36081037500,+40.7513476,-073.8700005
36081044800,+40.7110219,-073.8026344
36081045500,+40.7363109,-073.8623266
36081047500,+40.7336372,-073.8756505
36081048900,+40.7373155,-073.8921827
36081050700,+40.7270209,-073.8815871
36081052800,+40.6940352,-073.7587303
36081053500,+40.7159321,-073.9189517
36081090700,+40.7735390,-073.8387968
36081091602,+40.5603525,-073.8870179
36081091900,+40.7764062,-073.8484646
36081094700,+40.7855766,-073.8413716
36081099200,+40.5938729,-073.7677462
36081101001,+40.5968328,-073.7501362
36081103202,+40.6066523,-073.7475330
36081117500,+40.7614714,-073.7964295
36081016400,+40.6850800,-073.8165573
36081011500,+40.7744206,-073.9133464
36081015100,+40.7601670,-073.9108443
36081015200,+40.6937454,-073.8137824
36081017800,+40.6770911,-073.8087606
36081020200,+40.6897570,-073.8078112
36081020400,+40.6951701,-073.8034154
36081065702,+40.7133356,-073.8829609
36081068000,+40.6637096,-073.7500759
36081072100,+40.7311859,-073.8537376
36081077903,+40.7192243,-073.8216022
36081084602,+40.6651262,-073.8165809
36081016600,+40.6812765,-073.8207045
36081015000,+40.6934064,-073.8211550
36081015300,+40.7580816,-073.9136474
36081015700,+40.7550147,-073.9219258
36081017000,+40.6843144,-073.8120017
36081006900,+40.7715037,-073.9221645
36081062100,+40.7100147,-073.8726646
36081059100,+40.7081118,-073.9097807
36081089200,+40.6522124,-073.8473336
36081157902,+40.7415838,-073.7119991
36081005200,+40.6807593,-073.8546644
36081012000,+40.6915009,-073.8286536
36081015600,+40.6903444,-073.8206072
36081122702,+40.7331478,-073.8127448
36081008300,+40.7726203,-073.9286959
36081088901,+40.7725905,-073.8282176
36081145102,+40.7532383,-073.7781467
36081008600,+40.6770880,-073.8411368
36081014202,+40.6986663,-073.8203471
36081019000,+40.6853862,-073.7952220
36081025100,+40.7448223,-073.9096562
36081036700,+40.7632227,-073.8679395
36081040900,+40.7496629,-073.8675921
36081047600,+40.7224800,-073.7712454
36081055200,+40.7277874,-073.7496567
36081056600,+40.7197386,-073.7384034
36081059000,+40.7012577,-073.7369979
36081007100,+40.7690847,-073.9230485
36081011700,+40.7722297,-073.9104558
36081014700,+40.7629976,-073.9107521
36081029700,+40.7586830,-073.9030015
36081030902,+40.7580597,-073.8961589
36081031700,+40.7709218,-073.8930421
36081032700,+40.7584364,-073.8854176
36081032800,+40.6718373,-073.7556979
36081033700,+40.7587307,-073.8826281
36081039400,+40.6896398,-073.7587786
36081040500,+40.7482730,-073.8615900
36081040700,+40.7503823,-073.8656140
36081046900,+40.7451965,-073.8771845
36081048000,+40.7128891,-073.7730046
36081059900,+40.7172449,-073.9021320
36081061900,+40.7097907,-073.8770975
36081105900,+40.7737697,-073.8070648
36081109900,+40.7679453,-073.7864943
36081010400,+40.6829682,-073.8265465
36081010800,+40.6886096,-073.8305968
36081011800,+40.6906515,-073.8338966
36081001200,+40.6942784,-073.8608412
36081002000,+40.6913525,-073.8495160
36081002500,+40.7549606,-073.9451645
36081003700,+40.7624148,-073.9434494
36081061602,+40.6775523,-073.7292421
36081118100,+40.7594996,-073.7873594
36081120500,+40.7512742,-073.8171091
36081126500,+40.7204943,-073.8037061
36081126700,+40.7202932,-073.7978290
36081133900,+40.7286400,-073.7900377
36081146300,+40.7594665,-073.7811007
36081000100,+40.7410475,-073.9434565
36081001000,+40.6907493,-073.8592987
36081003200,+40.6873154,-073.8467670
36081157101,+40.7385002,-073.7195555
36081150702,+40.7664167,-073.7307217
36081155101,+40.7566433,-073.7142398
36081157102,+40.7349892,-073.7250512
36081046100,+40.7417148,-073.8712656
36081046400,+40.7168637,-073.7869958
36081049200,+40.7229805,-073.7584947
36081051300,+40.7318897,-073.8975137
36081065501,+40.7147523,-073.8666471
36081065703,+40.7151186,-073.8752977
36081066501,+40.7193457,-073.8873568
36081066701,+40.7218220,-073.8913365
36081067100,+40.7244752,-073.8781025
36081071303,+40.7258100,-073.8495395
36081071304,+40.7288609,-073.8540811
36081003900,+40.7627994,-073.9409316
36081004300,+40.7609451,-073.9375143
36081005100,+40.7556398,-073.9321381
36081007500,+40.7645436,-073.9273299
36081026200,+40.6910079,-073.7920924
36081019400,+40.6859200,-073.8034759
36081019900,+40.7331325,-073.9304349
36081020500,+40.7303893,-073.9218036
36081010701,+40.7852880,-073.9056759
36081012301,+40.7757875,-073.8990845
36081025301,+40.7445685,-073.9165163
36081025302,+40.7441688,-073.9131355
36081025400,+40.6966713,-073.7944323
36081026901,+40.7468744,-073.8822114
36081026902,+40.7446146,-073.8829538
36081016800,+40.6793675,-073.8172334
36081016900,+40.7482726,-073.9143592
36081017100,+40.7497497,-073.9255501
36081018401,+40.6751913,-073.7922208
36081059300,+40.7102080,-073.9026508
36081059800,+40.6982947,-073.7406666
36081060000,+40.6950630,-073.7333032
36081061601,+40.6818554,-073.7318753
36081062000,+40.6810561,-073.7378195
36081062500,+40.7041320,-073.8824139
36081063500,+40.7047392,-073.8669609
36081065600,+40.6598103,-073.7295645
36081066000,+40.6585743,-073.7333631
36081068300,+40.7349758,-073.8690861
36081071600,+40.6470241,-073.7869533
36081024000,+40.7032775,-073.8050793
36081024600,+40.7012022,-073.7964993
36061025500,+40.8464959,-073.9502862
36061022200,+40.8083402,-073.9487876
36061001001,+40.7114400,-073.9721475
36061000700,+40.7011730,-074.0020025
36061010300,+40.7521351,-073.9972172
36061003700,+40.7269119,-074.0167229
36061008601,+40.7435573,-073.9656822
36061008603,+40.7525143,-073.9617418
36061004400,+40.7278421,-073.9715756
36061008602,+40.7479483,-073.9627784
36061017200,+40.7938270,-073.9451333
36061021303,+40.8145587,-073.9531391
36061021500,+40.8135272,-073.9494713
36061021703,+40.8179349,-073.9497563
36061022700,+40.8229662,-073.9464621
36061023100,+40.8258302,-073.9440935
36061023801,+40.7551476,-073.9530043
36061023802,+40.7686335,-073.9404954
36061024200,+40.8058563,-073.9335113
36061025700,+40.8084355,-073.9540741
36061025900,+40.8232145,-073.9423562
36061006600,+40.7400705,-073.9792317
36061006800,+40.7404366,-073.9840803
36061008200,+40.7506132,-073.9808741
36061008400,+40.7519695,-073.9840942
36061001600,+40.7159568,-073.9932660
36061002100,+40.7143288,-074.0100498
36061002800,+40.7268631,-073.9768122
36061001300,+40.7091260,-074.0129925
36061001402,+40.7175134,-073.9858814
36061002201,+40.7191156,-073.9818443
36061003001,+40.7210057,-073.9868387
36061003100,+40.7153110,-074.0038151
36061003400,+40.7290092,-073.9814618
36061029900,+40.8665217,-073.9152652
36061031703,+40.7161440,-074.0202950
36061019800,+40.8043025,-073.9423627
36061001200,+40.7159065,-073.9820936
36061001401,+40.7151603,-073.9873313
36061001501,+40.7075653,-074.0013991
36061004300,+40.7233237,-073.9954663
36061004900,+40.7250607,-074.0004802
36061003300,+40.7188624,-074.0061463
36061003602,+40.7245631,-073.9902060
36061004800,+40.7338561,-073.9837298
36061011800,+40.7652748,-073.9608554
36061015900,+40.7806226,-073.9874341
36061024500,+40.8366264,-073.9420980
36061002000,+40.7183569,-073.9702209
36061003900,+40.7204979,-074.0122661
36061000100,+40.6900008,-074.0461708
36061004100,+40.7191639,-073.9966958
36061022600,+40.8134305,-073.9448116
36061026500,+40.8496217,-073.9401308
36061003800,+40.7273669,-073.9884656
36061005800,+40.7431498,-073.9905172
36061008800,+40.7494997,-073.9723847
36061012000,+40.7669264,-073.9647673
36061015500,+40.7798937,-073.9935495
36061016600,+40.7893731,-073.9483928
36061016700,+40.7861484,-073.9838791
36061018100,+40.7925560,-073.9677459
36061020901,+40.8115578,-073.9550032
36061022302,+40.8224346,-073.9623302
36061025300,+40.8428949,-073.9383791
36061004200,+40.7317996,-073.9893670
36061005700,+40.7294159,-073.9923910
36061008700,+40.7422439,-073.9969962
36061027100,+40.8519438,-073.9342940
36061030300,+40.8692197,-073.9186530
36061030700,+40.8712704,-073.9166749
36061001002,+40.7154810,-073.9714373
36061001800,+40.7190464,-073.9908408
36061021100,+40.8159057,-073.9631154
36061021600,+40.8006768,-073.9543880
36061021900,+40.8185701,-073.9603228
36061023700,+40.8343381,-073.9551977
36061025100,+40.8403260,-073.9399227
36061026700,+40.8503283,-073.9286454
36061005200,+40.7374356,-073.9904555
36061005501,+40.7276733,-073.9970830
36061006000,+40.7311706,-073.9677779
36061006100,+40.7337079,-073.9923266
36061007200,+40.7448656,-073.9808585
36061007400,+40.7462136,-073.9840829
36061000201,+40.7098961,-073.9855833
36061027700,+40.8554404,-073.9273892
36061031900,+40.7022835,-074.0203960
36061011100,+40.7546475,-073.9953878
36061011402,+40.7634831,-073.9672789
36061014000,+40.7759141,-073.9582100
36061015100,+40.7753625,-073.9921014
36061015602,+40.7851820,-073.9463253
36061016800,+40.7910751,-073.9513565
36061017300,+40.7877705,-073.9712361
36061017500,+40.7915227,-073.9798883
36061000500,+40.6903066,-074.0178910
36061003002,+40.7229641,-073.9858662
36061006300,+40.7344214,-073.9968603
36061017800,+40.7935107,-073.9326073
36061018800,+40.7975948,-073.9372599
36061022000,+40.8057836,-073.9506570
36061022301,+40.8221683,-073.9578271
36061023300,+40.8311599,-073.9569644
36061023400,+40.8237307,-073.9386704
36061024700,+40.8406031,-073.9526748
36061024900,+40.8391286,-073.9364494
36061026100,+40.8457845,-073.9344552
36061026300,+40.8468226,-073.9374753
36061027500,+40.8563580,-073.9451999
36061028500,+40.8615008,-073.9280489
36061005900,+40.7312894,-073.9945614
36061006700,+40.7304513,-074.0041205
36061010900,+40.7522505,-073.9897028
36061007500,+40.7343782,-074.0151997
36061008300,+40.7421983,-074.0044530
36061009700,+40.7496396,-073.9990340
36061010601,+40.7562006,-073.9584989
36061011300,+40.7547752,-073.9878702
36061012100,+40.7597092,-073.9917004
36061012200,+40.7682812,-073.9679849
36061012600,+40.7684665,-073.9585261
36061012900,+40.7660980,-073.9994613
36061013700,+40.7652144,-073.9802379
36061013800,+40.7749214,-073.9538153
36061015200,+40.7776648,-073.9398735
36061010100,+40.7497314,-073.9915412
36061012700,+40.7622370,-073.9898561
36061013100,+40.7623458,-073.9823535
36061013300,+40.7647381,-073.9880352
36061014200,+40.7772742,-073.9614257
36061014900,+40.7723543,-073.9824832
36061015001,+40.7801987,-073.9592834
36061015002,+40.7824499,-073.9576478
36061015400,+40.7813493,-073.9491246
36061016300,+40.7849584,-073.9898263
36061019200,+40.7987751,-073.9294062
36061019500,+40.8040030,-073.9705048
36061019900,+40.8065430,-073.9687765
36061020500,+40.8123923,-073.9701397
36061023000,+40.8184725,-073.9413895
36061020300,+40.8086690,-073.9615617
36061013900,+40.7672922,-073.9861712
36061014500,+40.7698209,-073.9842729
36061014700,+40.7713286,-073.9888036
36061006400,+40.7369488,-073.9814570
36061006500,+40.7299685,-073.9995774
36061029700,+40.8717465,-073.9247883
36061019702,+40.8021890,-073.9579879
36061006900,+40.7294288,-074.0125049
36061007000,+40.7431849,-073.9769614
36061007300,+40.7341146,-074.0041065
36061007600,+40.7475672,-073.9872980
36061008100,+40.7398052,-073.9987715
36061009100,+40.7447178,-073.9951959
36061009300,+40.7471119,-074.0008753
36061017700,+40.7903083,-073.9693891
36061015601,+40.7835685,-073.9475024
36061016001,+40.7856349,-073.9553223
36061016200,+40.7880380,-073.9405522
36061018600,+40.7991060,-073.9497088
36061020000,+40.8057859,-073.9452336
36061020102,+40.8050511,-073.9566329
36061021400,+40.8177873,-073.9362053
36061022102,+40.8186544,-073.9461862
36061022800,+40.8159297,-073.9432453
36061022900,+40.8270084,-073.9554483
36061023502,+40.8278881,-073.9389277
36061024000,+40.7910329,-073.9200395
36061023501,+40.8289967,-073.9418352
36061023600,+40.8249736,-073.9354598
36061016900,+40.7851959,-073.9731196
36061017100,+40.7890396,-073.9823769
36061017900,+40.7944258,-073.9789459
36061018200,+40.7983211,-073.9418511
36061018300,+40.7967863,-073.9769266
36061011201,+40.7639781,-073.9753455
36061011600,+40.7625331,-073.9557917
36061003601,+40.7223222,-073.9911397
36061004500,+40.7205701,-073.9993912
36061005502,+40.7262229,-073.9938720
36061005600,+40.7417922,-073.9872974
36061006200,+40.7364871,-073.9674406
36061007700,+40.7380850,-074.0032967
36061008000,+40.7492588,-073.9776520
36061009000,+40.7526586,-073.9700939
36061009200,+40.7536476,-073.9747422
36061010400,+40.7607791,-073.9776729
36061011900,+40.7573151,-073.9860247
36061013200,+40.7693334,-073.9500351
36061013400,+40.7717015,-073.9561658
36061013600,+40.7724134,-073.9477944
36061014402,+40.7762431,-073.9453169
36061014801,+40.7788416,-073.9560743
36061026900,+40.8505568,-073.9309745
36061028100,+40.8570577,-073.9345343
36061008900,+40.7446380,-074.0026785
36061009900,+40.7495435,-074.0091035
36061000600,+40.7102579,-073.9880558
36061000800,+40.7101181,-073.9932525
36061002400,+40.7221617,-073.9682500
36061002500,+40.7089899,-073.9962356
36061002900,+40.7141595,-074.0005401
36061005400,+40.7388112,-073.9936780
36061007100,+40.7354477,-073.9999139
36061007900,+40.7397795,-074.0144915
36061009400,+40.7552279,-073.9777463
36061010800,+40.7589684,-073.9654530
36061011000,+40.7621475,-073.9631393
36061012400,+40.7660559,-073.9529175
36061011500,+40.7571679,-073.9935486
36061011700,+40.7612977,-074.0022072
36061013000,+40.7727364,-073.9647332
36061013500,+40.7717053,-073.9993716
36061014401,+40.7752485,-073.9475522
36061014602,+40.7788147,-073.9509750
36061014802,+40.7810927,-073.9544321
36061015802,+40.7865243,-073.9504650
36061016002,+40.7878788,-073.9536853
36061009600,+40.7563748,-073.9808861
36061010000,+40.7580653,-073.9712318
36061010200,+40.7594238,-073.9744493
36061010602,+40.7600894,-073.9582412
36061011401,+40.7648402,-073.9704939
36061012800,+40.7713809,-073.9615172
36061015300,+40.7748578,-073.9806656
36061017000,+40.7909025,-073.9421468
36061031704,+40.7084035,-074.0218869
36061012500,+40.7598407,-073.9841752
36061020101,+40.8064355,-073.9602048
36061007800,+40.7463235,-073.9746729
36061011202,+40.7626040,-073.9721311
36061014300,+40.7813172,-073.9668472
36061017401,+40.7948875,-073.9485760
36061020701,+40.8089775,-073.9584600
36061003200,+40.7255579,-073.9837166
36061014601,+40.7771916,-073.9521608
36061016500,+40.7823577,-073.9749988
36061027900,+40.8558577,-073.9316271
36061011203,+40.7612444,-073.9689142
36061018400,+40.7996841,-073.9450687
36061000202,+40.7085736,-073.9789944
36061001502,+40.7055773,-074.0026158
36061002202,+40.7212597,-073.9811412
36061002700,+40.7125508,-073.9990121
36061004700,+40.7224190,-074.0028628
36061005000,+40.7361115,-073.9872138
36061009500,+40.7472363,-073.9933578
36061009800,+40.7557880,-073.9677745
36061020800,+40.8096485,-073.9420080
36061017402,+40.7968026,-073.9471624
36061018700,+40.7998766,-073.9747148
36061018900,+40.7973281,-073.9642508
36061021000,+40.8134960,-073.9351482
36061022500,+40.8250966,-073.9571997
36061024301,+40.8359721,-073.9387601
36061024302,+40.8313739,-073.9362630
36061027300,+40.8539792,-073.9373845
36061028700,+40.8666798,-073.9385861
36061030900,+40.8758478,-073.9103730
36061031100,+40.8467498,-073.9296801
36061004000,+40.7307447,-073.9860235
36061002601,+40.7225850,-073.9799302
36061002602,+40.7243901,-073.9786160
36061015700,+40.7774174,-073.9787895
36061015801,+40.7842784,-073.9521037
36061016100,+40.7799490,-073.9771935
36061016400,+40.7877141,-073.9444745
36061019600,+40.8028054,-073.9385762
36061018000,+40.7944017,-073.9395950
36061018500,+40.7944999,-073.9663637
36061019000,+40.8019616,-073.9476194
36061019300,+40.8005051,-073.9619564
36061019400,+40.8004651,-073.9351859
36061021200,+40.8137610,-073.9390011
36061022400,+40.8111222,-073.9469598
36061023200,+40.8210133,-073.9395314
36061023900,+40.8323375,-073.9410642
36061024100,+40.8370145,-073.9539618
36061029300,+40.8659258,-073.9201200
36061019100,+40.8015611,-073.9722959
36061019701,+40.8053110,-073.9593993
36061020600,+40.8082917,-073.9387853
36061021800,+40.8032221,-073.9525241
36061028300,+40.8589101,-073.9287249
36061029100,+40.8643110,-073.9239339
36061029500,+40.8675232,-073.9249404
36061000900,+40.6987242,-074.0059997
